;duration;gross;budget;imdb_score;movie_facebook_likes;color;content_rating;country;language
1020;99.0;16671505.0;50000000;5.9;0;Color;PG;USA;English
1021;135.0;10400000.0;50000000;5.1;943;Color;R;USA;English
1022;108.0;9528092.0;22000000;6.8;9000;Color;PG-13;USA;English
1024;127.0;10137232.0;50000000;6.0;0;Color;R;France;English
1025;107.0;9795017.0;50000000;5.1;422;Color;R;USA;English
1026;95.0;20488579.0;50000000;5.8;0;Color;R;USA;English
1027;124.0;19445217.0;60000000;6.2;14000;Color;PG-13;USA;English
1028;109.0;8355815.0;55000000;6.4;0;Color;R;UK;English
1029;102.0;28837115.0;50000000;4.8;28000;Color;PG-13;USA;English
1030;88.0;6471394.0;50000000;4.9;288;Color;PG-13;USA;English
1031;87.0;6291602.0;50000000;5.6;255;Color;R;USA;English
1032;104.0;10706786.0;50000000;5.5;15000;Color;R;USA;English
1033;96.0;8742261.0;18000000;3.7;0;Color;PG-13;Canada;English
1034;85.0;43905746.0;49000000;5.9;0;Color;PG-13;USA;English
1036;104.0;21413502.0;40000000;6.3;2000;Color;R;USA;English
1038;190.0;124107476.0;48000000;7.6;0;Color;R;USA;English
1039;127.0;197171806.0;48000000;8.3;0;Color;PG-13;USA;English
1041;120.0;31569268.0;49000000;6.9;67000;Color;R;USA;English
1042;118.0;66488090.0;48000000;6.7;0;Color;R;USA;English
1043;112.0;95308367.0;48000000;6.8;0;Color;R;USA;English
1045;114.0;60652036.0;48000000;7.1;3000;Color;R;USA;English
1046;137.0;1206135.0;50000000;6.4;18000;Color;R;CzechRepublic;English
1047;112.0;56607223.0;48000000;6.4;0;Color;PG-13;Canada;English
1048;120.0;50173190.0;48000000;7.4;0;Color;PG-13;USA;English
1049;123.0;47095453.0;48000000;6.4;0;Color;PG-13;USA;English
1050;93.0;37879996.0;48000000;6.0;0;Color;PG-13;USA;English
1051;123.0;25900000.0;58000000;6.5;828;Color;R;USA;English
1052;122.0;53574088.0;55000000;7.8;0;Color;R;USA;English
1053;115.0;89253340.0;48000000;6.0;38000;Color;PG-13;France;English
1054;123.0;37339525.0;48000000;7.0;0;Color;R;USA;English
1055;96.0;60154431.0;47000000;6.0;0;Color;PG-13;USA;English
1057;105.0;103738726.0;100000000;6.1;2000;Color;PG;USA;English
1058;113.0;69304264.0;48000000;6.8;0;Color;R;USA;English
1059;132.0;29781453.0;48000000;6.4;0;Color;PG-13;USA;English
1062;75.0;15519841.0;47000000;4.5;261;Color;PG;USA;English
1063;108.0;5600000.0;47000000;5.8;616;Color;R;USA;English
1064;105.0;126805112.0;46000000;6.3;0;Color;PG-13;USA;English
1065;102.0;93607673.0;48000000;5.7;881;Color;PG-13;USA;English
1066;118.0;67263182.0;46000000;7.2;0;Color;R;USA;English
1067;111.0;92001027.0;45000000;7.6;3000;Color;PG-13;USA;English
1068;81.0;10539414.0;47000000;4.7;0;Color;PG-13;USA;English
1069;116.0;58918501.0;46000000;6.6;975;Color;R;USA;English
1070;86.0;181395380.0;45000000;6.8;0;Color;PG-13;USA;English
1073;91.0;130512915.0;45000000;4.8;0;Color;PG;USA;English
1074;98.0;139852971.0;45000000;6.3;63000;Color;PG-13;France;English
1075;84.0;110000082.0;48000000;5.5;0;Color;PG-13;USA;English
1076;109.0;106807667.0;45000000;6.2;0;Color;PG-13;USA;English
1077;93.0;101702060.0;45000000;5.8;0;Color;PG;USA;English
1078;113.0;95149435.0;40000000;5.7;1000;Color;G;USA;English
1079;141.0;100768056.0;45000000;6.5;0;Color;PG-13;USA;English
1080;119.0;92115211.0;45000000;6.7;1000;Color;PG-13;USA;English
1081;97.0;93452056.0;45000000;7.4;22000;Color;PG-13;USA;English
1082;117.0;83287363.0;45000000;6.9;0;Color;R;USA;English
1083;101.0;82931301.0;60000000;5.5;0;Color;PG-13;Germany;English
1084;153.0;60962878.0;46000000;8.1;86000;Color;R;USA;English
1085;122.0;76261036.0;45000000;7.7;0;Color;R;USA;English
1086;102.0;71423726.0;45000000;7.3;19000;Color;PG;USA;English
1087;83.0;71277420.0;45000000;5.2;0;Color;R;USA;English
1088;103.0;88625922.0;45000000;7.1;26000;Color;PG;USA;English
1089;110.0;70001065.0;45000000;7.1;0;Color;R;USA;English
1090;136.0;67253092.0;30000000;7.2;0;Color;PG-13;USA;English
1091;91.0;66790248.0;45000000;6.5;0;Color;R;USA;English
1092;89.0;65557989.0;45000000;4.6;0;Color;PG-13;USA;English
1093;107.0;60786269.0;45000000;5.6;0;Color;PG-13;USA;English
1094;129.0;59365105.0;45000000;7.7;52000;Color;R;UK;English
1095;95.0;162792677.0;120000000;7.2;0;Color;G;USA;English
1096;122.0;31598308.0;35000000;6.8;0;Color;R;USA;English
1097;110.0;57362581.0;45000000;5.4;0;Color;R;Peru;English
1098;135.0;53854588.0;45000000;6.3;1000;Color;R;USA;English
1100;95.0;52580895.0;45000000;5.6;743;Color;PG;USA;English
1101;109.0;51019112.0;50000000;6.8;10000;Color;PG;USA;English
1102;93.0;48114556.0;26000000;4.3;531;Color;PG;USA;English
1103;94.0;50648679.0;45000000;6.3;0;Color;R;France;English
1104;117.0;46280507.0;40000000;6.5;12000;Color;PG-13;USA;English
1105;112.0;38360195.0;45000000;6.4;0;Color;PG-13;USA;English
1106;111.0;46815748.0;45000000;6.3;0;Color;PG-13;USA;English
1107;96.0;35617599.0;45000000;5.9;0;Color;PG;USA;English
1108;141.0;47307550.0;45000000;6.5;28000;BlackandWhite;R;USA;English
1109;94.0;32003620.0;25000000;6.5;2000;Color;PG-13;USA;English
1110;87.0;27972410.0;35000000;6.1;2000;Color;PG;UK;English
1111;88.0;28133159.0;50000000;5.9;593;Color;PG;USA;English
1112;177.0;27400000.0;40000000;6.6;11000;Color;PG-13;USA;English
1113;133.0;24343673.0;45000000;7.4;14000;Color;PG-13;USA;English
1114;119.0;22877808.0;35000000;7.3;0;Color;R;USA;English
1115;102.0;36883539.0;52000000;6.6;0;Color;PG-13;Germany;English
1116;101.0;22531698.0;70000000;5.6;0;Color;PG-13;France;English
1117;91.0;20400913.0;45000000;5.3;451;Color;R;USA;English
1118;117.0;20101861.0;45000000;6.0;0;Color;PG-13;USA;English
1119;86.0;25200412.0;45000000;5.4;916;Color;PG;USA;English
1120;124.0;19719930.0;45000000;6.8;0;Color;R;USA;English
1121;134.0;19377727.0;45000000;6.4;0;Color;PG-13;USA;English
1122;95.0;13401683.0;35000000;7.1;46000;Color;R;UK;English
1123;100.0;17300889.0;45000000;4.9;0;Color;PG;Australia;English
1124;220.0;15527125.0;57000000;5.8;652;Color;PG-13;USA;English
1125;212.0;13560960.0;50000000;7.1;915;BlackandWhite;R;USA;English
1126;128.0;15523168.0;45000000;7.2;15000;Color;PG-13;France;English
1127;106.0;11146409.0;45000000;6.0;0;Color;R;USA;English
1128;160.0;7916887.0;45000000;6.0;0;Color;R;USA;English
1129;114.0;6565495.0;45000000;7.0;0;Color;R;China;Mandarin
1130;99.0;15279680.0;40000000;5.4;0;Color;R;USA;English
1131;74.0;7262288.0;40000000;6.5;892;Color;PG-13;USA;English
1132;139.0;4584886.0;45000000;6.4;0;Color;R;USA;English
1134;103.0;2154540.0;45000000;4.9;68;Color;R;USA;English
1135;101.0;8129455.0;45000000;6.3;17000;Color;PG;USA;English
1137;130.0;136019448.0;44500000;7.7;89000;Color;R;USA;English
1138;130.0;183875760.0;44000000;7.8;0;Color;PG-13;USA;English
1139;110.0;67061228.0;40000000;5.5;0;Color;PG-13;USA;English
1140;147.0;53300852.0;44000000;7.5;0;BlackandWhite;R;USA;English
1141;96.0;150415432.0;44000000;6.4;0;Color;R;USA;English
1142;118.0;44834712.0;44000000;5.6;353;Color;R;USA;English
1143;88.0;84300000.0;2600000;7.5;0;Color;Approved;USA;English
1144;325.0;1500000.0;44000000;6.8;1000;Color;R;USA;English
1145;102.0;62318875.0;50000000;6.8;0;Color;R;USA;English
1146;110.0;5773519.0;40000000;6.0;11000;Color;PG-13;USA;English
1147;136.0;51768623.0;43000000;7.3;0;Color;PG-13;USA;English
1148;103.0;37035515.0;43000000;6.0;0;Color;PG-13;USA;English
1149;103.0;24520892.0;45000000;7.0;0;Color;R;France;English
1150;90.0;24430272.0;43000000;5.1;0;Color;R;USA;English
1151;154.0;158348400.0;42000000;6.8;0;Color;R;USA;English
1152;99.0;31136950.0;44000000;6.5;0;Color;PG-13;USA;English
1153;93.0;29113588.0;40000000;6.6;16000;Color;R;USA;English
1154;109.0;138447667.0;42000000;7.2;39000;Color;R;USA;English
1155;124.0;116006080.0;42000000;7.0;11000;Color;PG-13;UK;English
1156;84.0;106793915.0;45000000;7.0;0;Color;G;UK;English
1157;90.0;87856565.0;42000000;5.9;0;Color;PG-13;USA;English
1158;117.0;70100000.0;40000000;5.4;0;Color;R;USA;English
1159;123.0;159578352.0;43000000;6.6;24000;Color;R;USA;English
1160;251.0;57750000.0;31115000;7.0;0;Color;Approved;UK;English
1161;105.0;45290318.0;42000000;6.5;17000;Color;PG;USA;English
1162;115.0;41543207.0;42000000;6.3;893;Color;PG-13;USA;English
1163;122.0;41252428.0;42000000;6.5;0;Color;PG-13;USA;English
1164;119.0;35228696.0;32000000;6.5;0;Color;PG-13;USA;English
1165;81.0;59992760.0;42000000;5.8;0;Color;R;USA;English
1166;133.0;34667015.0;32000000;6.6;0;Color;PG-13;UK;English
1167;100.0;37652565.0;42000000;5.4;20000;Color;PG-13;USA;English
1168;120.0;24375436.0;42000000;6.1;748;Color;R;USA;English
1169;104.0;20915465.0;42000000;4.0;0;Color;PG;UK;English
1170;122.0;24127895.0;50000000;7.6;10000;Color;R;USA;English
1171;80.0;84961.0;31000000;7.9;0;BlackandWhite;PG-13;China;Mandarin
1172;91.0;26404753.0;40000000;5.3;19000;Color;PG-13;USA;English
1173;112.0;6105175.0;44000000;6.6;50000;Color;R;USA;English
1174;100.0;5664251.0;45000000;6.3;0;Color;R;NewZealand;English
1176;105.0;1260917.0;27000000;7.2;0;Color;R;France;French
1177;110.0;116724075.0;41000000;7.0;0;Color;R;USA;English
1179;144.0;56083966.0;65000000;6.9;0;Color;PG-13;USA;English
1180;108.0;22108977.0;41000000;5.2;505;Color;PG-13;HongKong;English
1181;107.0;293501675.0;40000000;8.1;14000;Color;PG-13;USA;English
1182;102.0;18600911.0;42000000;6.6;11000;Color;PG-13;USA;English
1183;100.0;7204138.0;41000000;6.2;11000;Color;PG;USA;English
1184;126.0;90800000.0;8000000;7.2;0;Color;PG;USA;English
1185;138.0;150117807.0;40000000;7.3;63000;Color;R;USA;English
1186;108.0;163947053.0;40000000;6.7;10000;Color;PG-13;USA;English
1187;105.0;116735231.0;70000000;6.4;0;Color;R;USA;English
1188;108.0;118500000.0;40000000;7.8;12000;Color;PG;USA;English
1189;89.0;126546825.0;40000000;6.4;83000;Color;R;France;English
1190;129.0;166147885.0;40000000;4.1;101000;Color;R;USA;English
1191;84.0;111760631.0;38000000;4.1;681;Color;PG;USA;English
1192;149.0;108706165.0;40000000;7.4;0;Color;R;USA;English
1193;94.0;138614544.0;40000000;5.8;0;Color;PG;USA;English
1194;121.0;125069696.0;40000000;7.6;58000;Color;R;USA;English
1195;128.0;107458785.0;40000000;7.2;0;BlackandWhite;PG;USA;English
1196;134.0;102310175.0;40000000;7.8;40000;Color;R;USA;English
1197;120.0;96917897.0;40000000;7.7;74000;Color;PG-13;USA;English
1198;129.0;93952276.0;40000000;6.4;12000;Color;PG-13;USA;English
1199;89.0;90703745.0;45000000;5.1;1000;Color;PG-13;USA;English
1200;116.0;89138076.0;40000000;5.5;0;Color;R;USA;English
1201;118.0;87666629.0;40000000;7.4;0;Color;PG;USA;English
1202;107.0;90353764.0;40000000;6.0;14000;Color;R;USA;English
1203;155.0;82522790.0;40000000;7.5;14000;Color;R;USA;English
1204;123.0;94125426.0;40000000;7.0;13000;Color;PG-13;USA;English
1205;128.0;95001343.0;40000000;7.5;28000;Color;PG-13;USA;English
1206;139.0;81292135.0;40000000;7.3;0;Color;R;USA;English
1207;109.0;86208010.0;35000000;5.7;55000;Color;PG-13;USA;English
1208;120.0;81593527.0;40000000;7.3;11000;Color;PG;USA;English
1209;121.0;75274748.0;35000000;7.2;54000;Color;PG-13;USA;English
1210;102.0;90835030.0;40000000;5.9;0;Color;PG-13;USA;English
1211;117.0;72455275.0;40000000;7.8;0;Color;R;USA;English
1212;178.0;75305995.0;40000000;7.7;0;Color;PG-13;USA;English
1213;147.0;74098862.0;40000000;8.1;13000;BlackandWhite;R;USA;English
1214;90.0;72266306.0;40000000;6.6;0;Color;PG-13;USA;English
1215;105.0;71347010.0;40000000;7.1;0;Color;R;USA;English
1216;114.0;70836296.0;40000000;5.9;0;Color;PG-13;USA;English
1217;206.0;70405498.0;40000000;8.0;0;BlackandWhite;R;France;English
1218;99.0;70163652.0;40000000;4.6;663;Color;PG-13;USA;English
1219;123.0;66808615.0;34000000;6.1;2000;Color;R;USA;English
1220;137.0;115603980.0;65000000;7.2;35000;Color;PG-13;USA;English
1221;102.0;64149837.0;20000000;6.4;0;Color;PG-13;USA;English
1222;109.0;83906114.0;40000000;6.0;16000;Color;PG-13;USA;English
1223;82.0;66466372.0;40000000;5.2;0;Color;R;USA;English
1224;142.0;72306065.0;40000000;7.6;55000;Color;PG-13;USA;English
1225;106.0;59068786.0;40000000;6.4;0;Color;PG-13;USA;English
1227;106.0;57887882.0;50000000;6.1;0;Color;PG-13;USA;English
1228;108.0;53955614.0;40000000;6.1;0;Color;PG-13;USA;English
1229;98.0;54967359.0;40000000;5.2;0;Color;R;USA;English
1230;131.0;54228104.0;35000000;7.7;0;Color;PG-13;UK;English
1231;118.0;57981889.0;40000000;7.3;25000;Color;R;USA;English
1232;113.0;61094903.0;30000000;6.9;29000;Color;PG-13;UK;English
1233;130.0;53082743.0;40000000;8.5;49000;Color;PG-13;USA;English
1234;116.0;54414716.0;42000000;6.3;12000;Color;R;USA;English
1235;89.0;57011847.0;40000000;5.9;0;Color;PG;USA;English
1236;139.0;50859889.0;40000000;7.8;14000;Color;R;USA;Maya
1237;130.0;51185897.0;30000000;6.7;0;Color;PG;UK;English
1238;107.0;52000688.0;40000000;6.4;17000;Color;R;USA;English
1239;116.0;49851591.0;40000000;5.9;263;Color;PG;USA;English
1240;96.0;47781388.0;40000000;6.6;0;Color;PG-13;USA;English
1241;99.0;52320979.0;40000000;6.8;0;Color;PG;USA;English
1242;104.0;47806295.0;43000000;6.5;0;BlackandWhite;PG-13;USA;English
1243;105.0;51853450.0;25000000;6.6;11000;Color;PG;USA;English
1244;101.0;46012734.0;40000000;5.8;3000;Color;PG-13;USA;English
1245;134.0;47034272.0;40000000;6.9;16000;Color;R;USA;English
1246;135.0;45856732.0;40000000;7.1;0;Color;PG-13;USA;English
1247;98.0;59588068.0;40000000;5.8;0;Color;R;USA;English
1248;155.0;44175394.0;36000000;7.2;0;Color;R;USA;English
1249;106.0;45500797.0;40000000;6.0;694;Color;PG-13;USA;English
1250;102.0;41797066.0;40000000;4.7;0;Color;R;USA;English
1251;95.0;38087756.0;40000000;5.2;0;Color;PG;USA;English
1252;103.0;37752931.0;40000000;5.5;0;Color;PG-13;USA;English
1254;109.0;37371385.0;40000000;7.0;42000;Color;R;USA;English
1255;95.0;37101011.0;40000000;5.8;0;Color;PG-13;USA;English
1256;111.0;38176892.0;40000000;6.2;26000;Color;R;USA;English
1257;123.0;36283504.0;40000000;6.5;0;Color;R;Germany;English
1258;140.0;35183792.0;38000000;7.2;0;Color;R;USA;English
1259;94.0;38543473.0;40000000;5.1;0;Color;R;USA;English
1260;94.0;36037909.0;60000000;4.7;390;Color;PG-13;Germany;English
1261;92.0;42575718.0;40000000;5.9;20000;Color;R;USA;English
1262;102.0;33864342.0;40000000;5.8;445;Color;PG-13;UK;English
1263;123.0;33508922.0;40000000;7.2;16000;Color;PG-13;USA;English
1264;104.0;42071069.0;30000000;6.2;0;Color;PG-13;USA;English
1266;102.0;32853640.0;40000000;5.7;702;Color;PG-13;USA;English
1267;136.0;42615685.0;40000000;6.1;24000;Color;R;USA;English
1268;93.0;32055248.0;25000000;6.0;0;Color;PG-13;USA;English
1269;129.0;31836745.0;40000000;6.9;39000;Color;PG-13;USA;English
1270;107.0;30993544.0;40000000;6.5;0;Color;PG-13;USA;English
1271;117.0;30981850.0;40000000;5.0;0;Color;R;USA;English
1272;116.0;30199105.0;40000000;5.7;470;Color;R;USA;English
1273;135.0;29077547.0;40000000;7.0;3000;Color;PG-13;USA;English
1274;107.0;29374178.0;40000000;5.1;394;Color;R;USA;English
1275;90.0;28535768.0;40000000;5.3;279;Color;PG-13;USA;English
1276;99.0;27663982.0;40000000;4.4;0;Color;PG-13;USA;English
1277;104.0;27053815.0;40000000;4.7;299;Color;PG-13;Germany;English
1278;115.0;26814957.0;35000000;6.7;0;Color;PG-13;UK;English
1279;119.0;25178165.0;40000000;6.7;8000;Color;PG-13;USA;English
1280;99.0;25117498.0;40000000;5.7;0;Color;R;USA;English
1281;112.0;32645.0;500000;7.4;0;Color;R;USA;English
1282;128.0;24332324.0;40000000;6.1;680;Color;PG-13;USA;English
1283;112.0;36665854.0;40000000;6.4;15000;Color;PG-13;France;English
1284;86.0;22717758.0;40000000;6.2;0;Color;G;USA;English
1285;108.0;22433915.0;60000000;6.2;416;Color;R;USA;English
1286;128.0;22326247.0;60000000;5.9;0;BlackandWhite;PG-13;USA;English
1287;84.0;21176322.0;40000000;4.0;0;Color;PG-13;USA;English
1288;111.0;20300000.0;40000000;6.2;309;Color;R;USA;English
1289;131.0;20302961.0;45000000;4.6;0;Color;NC-17;France;English
1290;123.0;15962471.0;40000000;6.4;0;Color;PG-13;USA;English
1291;101.0;14942422.0;40000000;5.9;555;Color;R;USA;English
1292;102.0;14967182.0;40000000;5.1;604;Color;R;USA;English
1293;114.0;18996755.0;45000000;7.6;54000;Color;PG-13;Spain;English
1294;107.0;14375181.0;51000000;4.2;754;Color;PG-13;USA;English
1295;87.0;20999103.0;40000000;7.8;15000;Color;PG;USA;English
1296;103.0;14448589.0;40000000;5.8;835;Color;PG-13;USA;English
1297;99.0;14358033.0;40000000;5.9;630;Color;PG-13;USA;English
1298;122.0;33201661.0;77000000;8.4;39000;BlackandWhite;R;France;French
1299;91.0;14018364.0;30000000;4.8;849;Color;PG;USA;English
1300;103.0;13395939.0;60000000;6.2;0;Color;R;UK;English
1301;107.0;20113965.0;40000000;6.5;0;Color;PG;USA;English
1302;106.0;13376506.0;40000000;6.3;579;Color;PG-13;USA;English
1303;101.0;13208023.0;42000000;3.3;612;Color;R;UK;English
1304;109.0;13838130.0;40000000;5.9;0;Color;PG-13;USA;English
1305;110.0;5773519.0;40000000;6.0;11000;Color;PG-13;USA;English
1306;89.0;9652000.0;40000000;5.8;0;Color;PG-13;USA;English
1308;119.0;7000000.0;36000000;4.7;328;Color;PG;UK;English
1309;83.0;10431220.0;24000000;4.1;401;Color;R;USA;English
1310;108.0;10326062.0;33000000;6.8;10000;Color;R;Germany;English
1311;102.0;6114237.0;40000000;6.2;892;Color;R;USA;English
1312;93.0;4835968.0;40000000;4.5;158;Color;PG-13;UK;English
1313;84.0;4777007.0;40000000;5.8;565;Color;PG-13;France;English
1314;107.0;3675072.0;26000000;7.3;15000;Color;R;UK;English
1315;91.0;18438149.0;40000000;5.9;0;Color;PG-13;USA;English
1316;94.0;511920.0;40000000;4.4;211;Color;PG;USA;English
1317;115.0;10640645.0;40000000;5.8;0;Color;R;USA;English
1318;93.0;652526.0;40000000;5.1;823;Color;PG;Germany;English
1319;105.0;80050171.0;20000000;6.9;0;Color;PG-13;USA;English
1320;107.0;7564000.0;20000000;6.2;12000;Color;PG-13;USA;English
1321;101.0;876671.0;25000000;6.9;0;Color;R;USA;English
1322;111.0;2869369.0;30000000;7.3;0;BlackandWhite;PG;UK;English
1323;113.0;128978.0;40000000;7.1;0;Color;R;HongKong;Mandarin
1324;112.0;77231.0;25000000;6.0;265;Color;R;France;Kazakh
1325;126.0;4563029.0;39200000;7.0;58000;Color;R;SouthKorea;English
1328;98.0;50693162.0;23000000;7.6;15000;Color;R;USA;English
1330;107.0;63411478.0;39000000;7.1;13000;Color;PG-13;USA;English
1332;106.0;144512310.0;38000000;6.7;14000;Color;PG-13;USA;English
1333;87.0;35287788.0;39000000;7.0;25000;BlackandWhite;PG;USA;English
1334;119.0;25335935.0;40000000;8.0;14000;Color;PG-13;USA;English
1335;110.0;5881504.0;39000000;5.3;177;Color;PG-13;USA;English
1336;125.0;60000000.0;39000000;4.9;0;Color;PG;UK;English
1337;113.0;29802761.0;40000000;6.4;12000;Color;PG-13;USA;English
1339;108.0;127214072.0;38000000;6.1;0;Color;PG-13;USA;English
1340;96.0;88915214.0;38000000;6.5;9000;Color;R;USA;English
1341;93.0;30400000.0;39000000;5.7;478;Color;PG;USA;English
1342;100.0;85570368.0;38000000;5.1;478;Color;PG;USA;English
1343;118.0;75668868.0;35000000;6.6;0;Color;PG;USA;English
1344;122.0;6594136.0;38600000;6.5;13000;Color;PG-13;HongKong;Mandarin
1345;120.0;58700247.0;38000000;6.9;33000;Color;PG-13;USA;English
1348;146.0;50668906.0;38000000;7.6;0;BlackandWhite;R;USA;English
1349;115.0;39177215.0;38000000;5.6;0;Color;PG-13;USA;English
1350;123.0;40334024.0;35000000;6.2;989;Color;PG-13;USA;English
1351;94.0;71038190.0;30000000;4.4;8000;Color;PG;USA;English
1352;102.0;24044532.0;38000000;5.6;689;Color;R;USA;English
1353;98.0;22770864.0;38000000;5.5;168;Color;PG;USA;English
1354;133.0;18653746.0;38000000;6.7;0;Color;R;Spain;English
1355;118.0;17305211.0;38000000;6.1;352;Color;R;USA;English
1356;105.0;16991902.0;57000000;6.2;0;Color;R;USA;English
1357;109.0;47536959.0;10000000;7.3;12000;Color;R;USA;English
1358;129.0;10300000.0;38000000;6.6;911;Color;PG-13;USA;English
1359;109.0;13782838.0;15000000;8.2;23000;Color;R;USA;English
1360;127.0;41997790.0;38000000;6.4;39000;Color;R;USA;English
1361;118.0;6482195.0;37000000;6.4;389;Color;R;USA;English
1362;110.0;623374.0;38000000;5.2;474;Color;PG-13;USA;English
1363;90.0;7871693.0;55000000;6.5;0;Color;PG;USA;English
1364;144.0;16377274.0;32000000;7.1;27000;Color;R;USA;English
1366;130.0;9589875.0;40000000;7.3;0;BlackandWhite;PG;USA;English
1367;112.0;34912982.0;38000000;5.2;14000;Color;PG-13;USA;English
1368;133.0;109712885.0;35000000;7.7;70000;Color;PG-13;USA;English
1369;150.0;92173235.0;37000000;7.6;29000;Color;R;USA;English
1370;110.0;41102171.0;40000000;5.7;14000;Color;PG-13;USA;English
1371;96.0;60338891.0;37000000;7.0;0;Color;R;USA;English
1372;96.0;48006503.0;37000000;6.0;0;Color;PG;USA;English
1373;123.0;26903709.0;38000000;8.1;83000;Color;R;UK;English
1374;188.0;22450975.0;37000000;8.0;13000;Color;R;USA;English
1375;107.0;44867349.0;37000000;5.6;0;Color;R;USA;English
1376;110.0;46813366.0;38000000;6.1;15000;Color;R;USA;English
1377;113.0;72279690.0;37000000;6.9;0;Color;PG;USA;English
1378;122.0;191449475.0;37000000;5.2;19000;Color;PG-13;USA;English
1379;116.0;71026631.0;36000000;7.0;0;Color;PG-13;USA;English
1380;93.0;68208190.0;65000000;6.3;0;Color;PG-13;USA;English
1381;118.0;150368971.0;37000000;7.0;35000;Color;R;USA;English
1383;93.0;50129186.0;36000000;6.9;0;Color;R;USA;English
1384;121.0;55500000.0;36000000;6.2;0;Color;PG;UK;English
1385;101.0;50213619.0;36000000;6.4;12000;Color;R;USA;English
1386;107.0;42019483.0;36000000;6.4;0;Color;PG;USA;English
1387;124.0;23360779.0;34000000;5.7;852;Color;R;USA;English
1388;109.0;26183197.0;36000000;6.1;0;Color;R;USA;English
1389;105.0;20991497.0;37000000;5.4;11000;Color;PG-13;USA;English
1390;130.0;13052741.0;36000000;6.7;591;Color;PG-13;USA;English
1391;127.0;14378353.0;36000000;6.8;846;Color;PG-13;USA;English
1392;114.0;33037754.0;37000000;6.0;23000;Color;PG-13;USA;English
1393;106.0;12339633.0;36000000;7.8;17000;Color;PG-13;USA;English
1394;95.0;2954405.0;36000000;5.3;133;Color;R;USA;English
1395;81.0;30105968.0;37000000;4.5;279;Color;G;USA;English
1396;95.0;37788228.0;35200000;5.4;638;Color;PG-13;USA;English
1397;108.0;277313371.0;35000000;7.8;24000;Color;R;USA;English
1398;105.0;2126511.0;36000000;7.2;12000;Color;PG-13;HongKong;Cantonese
1399;95.0;205399422.0;33000000;6.6;0;Color;PG-13;USA;English
1400;126.0;251188924.0;35000000;7.6;12000;Color;PG-13;USA;English
1401;102.0;1068392.0;36000000;5.9;2000;Color;PG-13;Spain;English
1402;121.0;144731527.0;35000000;6.7;0;Color;R;USA;English
1403;129.0;255950375.0;29000000;7.7;38000;Color;PG-13;USA;English
1405;88.0;112692062.0;35000000;5.4;0;Color;PG;USA;English
1406;106.0;117528646.0;35000000;6.9;31000;Color;R;USA;English
1407;110.0;171031347.0;38000000;7.7;36000;Color;PG-13;USA;English
1408;109.0;124732962.0;35000000;6.8;0;Color;PG-13;USA;English
1409;143.0;82300000.0;35000000;6.4;0;Color;PG;USA;English
1410;120.0;134455175.0;35000000;5.7;17000;Color;R;USA;English
1411;128.0;79100000.0;35000000;7.3;0;Color;R;USA;English
1412;123.0;81159365.0;35000000;6.8;0;Color;PG-13;USA;English
1413;129.0;110008260.0;35000000;6.3;25000;Color;R;Japan;English
1414;105.0;67962333.0;35000000;5.9;919;Color;PG-13;USA;English
1415;162.0;78651430.0;27000000;7.4;0;Color;R;USA;English
1416;138.0;64604977.0;35000000;8.3;11000;Color;R;USA;English
1417;100.0;63939454.0;35000000;6.2;0;Color;PG;USA;English
1418;90.0;63826569.0;35000000;6.3;0;Color;PG-13;USA;English
1419;108.0;60054449.0;35000000;5.8;0;Color;R;USA;English
1420;101.0;26505000.0;1800000;7.5;10000;Color;X;USA;English
1421;109.0;61280963.0;33000000;6.3;0;Color;R;USA;English
1422;132.0;56876365.0;35000000;6.4;0;Color;PG-13;USA;English
1423;123.0;59699513.0;35000000;7.2;0;Color;PG;USA;English
1424;87.0;54132596.0;34000000;6.3;0;Color;PG;HongKong;English
1425;109.0;52277485.0;35000000;6.9;0;Color;PG;USA;English
1426;109.0;55802754.0;35000000;6.6;41000;Color;R;USA;English
1427;92.0;55291815.0;35000000;6.0;0;Color;R;USA;English
1428;125.0;83299761.0;35000000;7.5;39000;Color;PG-13;USA;English
1429;202.0;48169908.0;33000000;7.7;0;Color;PG-13;USA;English
1430;134.0;67523385.0;35000000;6.2;18000;Color;R;USA;English
1431;88.0;49474048.0;35000000;5.4;0;Color;PG;USA;English
1432;92.0;45802315.0;35000000;6.6;0;Color;R;USA;English
1433;91.0;43792641.0;35000000;5.3;913;Color;PG-13;USA;English
1434;75.0;57651794.0;33000000;5.6;0;Color;PG-13;USA;English
1435;98.0;43894863.0;30000000;5.9;0;Color;PG-13;USA;English
1436;147.0;41954997.0;35000000;7.8;0;Color;R;USA;English
1437;100.0;39532308.0;33000000;6.7;0;Color;R;UK;English
1438;120.0;76600000.0;10700000;7.4;11000;Color;PG;USA;English
1439;104.0;39692139.0;35000000;6.2;0;Color;R;USA;English
1440;103.0;40687294.0;35000000;5.4;0;Color;PG-13;Canada;English
1441;109.0;37553932.0;40000000;6.7;52000;Color;PG-13;USA;English
1442;104.0;37481242.0;35000000;5.3;0;Color;PG-13;USA;English
1443;112.0;39026186.0;35000000;5.9;13000;Color;PG-13;USA;English
1445;95.0;33422806.0;50000000;4.8;0;Color;PG-13;USA;English
1447;102.0;33423521.0;35000000;3.8;0;Color;PG-13;Japan;English
1448;150.0;32519322.0;35000000;8.5;21000;BlackandWhite;R;France;English
